 Start,2.0503185173912652,0.7363125594022994,0.05420140320064846
 q,2.0562606868716196,-0.22544780742179626,-0.6527367568591185
 w,2.0921003003508227,-0.05068098295073619,-0.5543895482773319
 e,2.081931367002621,0.21728551662000184,-0.5361425065761685
 r,2.061492404291514,0.36784347219557395,-0.5166626046188142
 t,2.0059876279694318,0.5980038583764243,-0.4606571629753324
 y,1.9037407026007696,0.8374003429010272,-0.4811777249316214
 u,1.7905217505366438,1.047464911007419,-0.42443977318744724
 i,1.6611533804093292,1.2565006780800942,-0.3068802579817129
 o,1.5503168270539527,1.395746548800762,-0.2611691162142383
 p,1.4293874621178786,1.5302905427008897,-0.15317420820891048
 a,2.0245649549986733,-0.17744463869159188,-0.8322560562656366
 s,2.0384924095953774,-0.039210334194620514,-0.7922191904481855
 d,2.0402619979504495,0.1942444031137536,-0.7521968436375024
 f,1.9931753119806193,0.3724968004024807,-0.784982999434303
 g,1.9613880222498898,0.6275131873664245,-0.6702866743833537
 h,1.903597746567522,0.8137251466910781,-0.7721832715784744
 j,1.8368774169896593,1.0492707186768286,-0.606557758074867
 k,1.7131559185048286,1.2169694856376805,-0.6392042474191147
 l,1.581108669616862,1.420150003545835,-0.48028048293800346
 ',1.4455132711711869,1.5857130403664739,-0.40546952595686864
 z,1.888982904929135,0.01933581603386296,-1.1799024159242117
 x,1.9393450855254049,0.15301681633069344,-1.0662206587608771
 c,1.9138030683367273,0.43301594746025446,-0.9964210981658435
 v,1.8782739528844303,0.6154371675060547,-0.9473246807552423
 b,1.7966323449344503,0.880473371789873,-0.8628898299923986
 n,1.690316898480667,1.1054073218091267,-0.7946719043740458
 m,1.5956157382325014,1.2751791513948674,-0.6807558650152162
 .,1.3267542810399258,1.6041221352954704,-0.45969038797578676
 Space_Button,1.6619087117288025,0.9701252898288305,-0.9824542513086493
 Space_Button,1.8731790530784451,0.42031424530933714,-1.03833336183433
 Space_Button,1.3763663826839998,1.3990756252481154,-0.7571016942617134
 Enter_Button,1.171176474500154,1.7601857148896662,-0.2266978488555755
 Start,1.9760354626464633,0.7691446941817524,0.0005383081244158347
 .,1.2484687600261288,1.5319350142140407,-0.31096763089403184
 m,1.477451513797012,1.2689581074484253,-0.5529758999448608
 n,1.577136550709258,1.0768014885535055,-0.6787038048116856
 b,1.6794056654867549,0.8759145959446756,-0.7573441960839641
 v,1.7604267814481243,0.6065851881627486,-0.8730704190738344
 c,1.8130797119406947,0.39590276346231407,-0.893198163921059
 x,1.8487832340981059,0.19698842450986692,-0.9058124054829836
 z,1.842961670023099,0.012290820774827061,-0.9564733234912259
 ',1.2792905088154707,1.5525626275541506,-0.2690075864670095
 l,1.4203967512440838,1.4203261088246477,-0.33992177577537946
 k,1.557456380019747,1.2688486843993074,-0.42184433199218463
 j,1.675421818211743,1.071893069532803,-0.5155647180981282
 h,1.795803781210375,0.8420388467146327,-0.5682951346035009
 g,1.8716847411910613,0.6603346163774297,-0.5921608092454479
 f,1.9295935271996087,0.3979389946230243,-0.6483157998597514
 Space_Button,1.7341352120911415,0.6961899780156089,-0.8150426864258322
 d,1.97554827900951,0.20686889386253846,-0.652774278027752
 s,2.0218715987937976,0.05087604233440213,-0.5931668115356773
 p,1.3602983359105696,1.5281535806701394,-0.16653849766335366
 o,1.4949732588254192,1.4090844603860038,-0.21455987251951683
 i,1.6470924398295803,1.241917282047321,-0.27915579737565216
 u,1.7671807503945227,1.0461955129189096,-0.35092327392664036
 y,1.8579057824371359,0.8649933357294173,-0.4163803942674887
 t,1.9270110432976058,0.6845611275558088,-0.450449222053488
 r,1.998680672064709,0.43768562233058017,-0.45902817682584207
 e,2.040895746891422,0.20041918773680983,-0.4749491546549186
 w,2.071122793851135,0.048565912027295884,-0.4187979524534792
 q,2.0820696864618564,-0.14419379432199342,-0.38469984454851847
 Enter_Button,1.0261094719652606,1.7426968105864944,-0.3369082633519595
 Start,1.952040065400622,0.8951365781884025,-0.027750485759585806
 t,1.942949335399113,0.6616122550125456,-0.5676417039729895
 h,1.8511066587901137,0.8491190667848355,-0.6380446286940683
 e,2.044750520512551,0.21731490961587177,-0.6191684253273074
